id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
22741,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,BIBA Women Printed Navy Blue Kurta
17189,Men,Apparel,Topwear,Shirts,Maroon,Winter,2016.0,Casual,U.S. Polo Assn. Men Checks Maroon Shirt
12989,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Kids Duramo Synthetic White Sports Shoes
40604,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Span Women Green Kurta
22849,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Casual Shoes
2012,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Mens Graphic White T-shirt
17977,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men Wirko Black Sports Shoe
52394,Women,Apparel,Loungewear and Nightwear,Nightdress,Grey,Winter,2015.0,Casual,Red Rose Women Grey Nightdress
22719,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Dart 9 MSL White Sports Shoes
26615,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Women Bodytrain White Sports Shoes
3258,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Basket White Red Shoe
53036,Women,Apparel,Saree,Sarees,Blue,Summer,2012.0,Ethnic,FNF Printed Blue Sari
31543,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Classic Polo Men Striped Navy Blue T-shirt
16970,Men,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,Puma Men Coupe Grey Sandal
20308,Women,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Jealous 21 Women Solid Black Sweater
33106,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats
26285,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Proline Men Navy T-shirt with Printed Detail
5020,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Levis Kids Boy's Caspian Black Kidswear
33981,Women,Apparel,Bottomwear,Stockings,Black,Summer,2012.0,Casual,Femella Women Black Stockings
11809,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Cotton Silk Blue Kurtas
44918,Men,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Casual,Puma Men White Shorts
22239,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,ID Men Navy Blue Casual Shoes
44638,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Black Multicourt Sports Shoes
26604,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Women Bodytrain White Sports Shoes
21170,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,s.Oliver Women Printed Grey Top
2707,Girls,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Disney Kids Girl's Dress Pink Pooh Kidswear
9423,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Blue stripe Black Shirts
3823,Unisex,Footwear,Sandal,Sandals,White,Summer,2011.0,Casual,Crocs Unisex Crocband White Sandal
2749,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Classic Polo Men's Grey stripe T-shirt
34225,Men,Apparel,Topwear,Tshirts,Cream,Summer,2013.0,Casual,Proline Men Cream-Coloured T-shirt
30606,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Sports,Nike Men Running Blue Shorts
5889,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Puma Men's Polo Green T-shirt
46080,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,ADIDAS Men Blue Sports Shoes
16416,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Levi's Men Stripes Grey Tshirts
46607,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels
7529,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's Ss Training White T-shirt
4863,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,ADIDAS Men Ac Milan Red Black Jersey
16174,Men,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Enroute Men Leather Brown Sandals
11816,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Playboy Men Casual White Casual Shoes
3523,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Myntra Men's I Don't Suffer From Navy Blue T-shirt
52919,Women,Apparel,Saree,Sarees,White,Fall,2012.0,Ethnic,FNF White Printed Sari
46811,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Black T-shirt
3826,Unisex,Footwear,Sandal,Sandals,Red,Summer,2011.0,Casual,Crocs Unisex Crocband Red Sandal
8754,Unisex,Footwear,Sandal,Sandals,Red,Fall,2011.0,Casual,Crocs Kids Duet Red Floater
57121,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Elle Women White Top
16827,Women,Apparel,Topwear,Tshirts,Magenta,Fall,2011.0,Casual,Little Miss Women Printed Magenta T-shirt
44220,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Nike Men Navy Blue Iniesta Football T-shirt
24050,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Locomotive Men Printed Blue T-shirt
34912,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Women Mustard Dupatta
2967,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Puma Men's Mid Pixel Black & Silver Canvas Shoe
39203,Women,Footwear,Shoes,Heels,Multi,Winter,2015.0,Casual,Catwalk Women Multi Colour Flats
41486,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Locomotive Men Blue T-shirt
44858,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red T-shirt
4994,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Fila Men's Barrier Black Silver Shoe
37936,Women,Apparel,Dress,Dresses,Orange,Summer,2012.0,Casual,Mineral Women Orange Dress
4439,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Converse Unisex Strips White Canvas Shoe
13455,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Women White Polo T-shirts
35685,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2013.0,Casual,U.S. Polo Assn. Men Navy Blue Shoes
34586,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress
52479,Women,Apparel,Loungewear and Nightwear,Baby Dolls,White,Winter,2015.0,Casual,Red Rose White Nightdress
22352,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,John Players Men Check Green Shirt
59132,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Just Natural Men Black Reversible Jacket
37804,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Formal,John Players Men Navy Blue Linen Shirt
57157,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Elle Women White T-shirt
57932,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White T-shirt
24175,Women,Apparel,Topwear,Kurtis,Olive,Fall,2011.0,Ethnic,Aurelia Women Olive Kurti
39963,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,GAS Men Brown Truly Sandals
19353,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Numero Uno Men Brown Shoes
16316,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Peter England Men Printed Navy Blue TShirt
38982,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Formal,Arrow Men Green Striped Shirt
36467,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2013.0,Casual,Spinn Men Zoom Black Shoes
39001,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Core Red T-shirt
15721,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Air Pegasus+ 28 Black Sports Shoes
16054,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Highlander Men Solid Grey Trouser
12090,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,W Women Printed Cream Kurtas
52106,Women,Apparel,Topwear,Kurtas,Grey,Summer,2012.0,Ethnic,Myntra Women Grey Printed Kurta
5683,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Triumphant Black Shoe
50148,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats
1849,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Inkfruit Mens Unbreakable Mumbai T-shirt
15484,Women,Apparel,Bottomwear,Capris,Black,Fall,2011.0,Casual,Puma Women TP  Black Capris
9222,Unisex,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Unisex Speeder SL Jr White Casual Shoes
5483,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Nike Streegato Black Shoe
18639,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Puma Men V.11 Cat Midnight Navy Tshirts
17757,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men New Gemma Brown Casual Shoe
34020,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Gini and Jony Boys Printed Orange T-shirt
58158,Women,Apparel,Topwear,Shrug,Maroon,Fall,2012.0,Casual,Latin Quarters Women Maroon Shrug
26638,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Puma Men Drift Red Casual Shoes
19852,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Pink Shirt
45400,Women,Footwear,Shoes,Flats,Maroon,Winter,2012.0,Casual,Rocia Women Maroon Sandals
11817,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013.0,Casual,Playboy Men Casual White Casual Shoes
58326,Women,Footwear,Flip Flops,Flip Flops,White,Summer,2012.0,Casual,Lotto Women White Flip Flops
16136,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Tokyo Talkies Women Printed Blue Top
32591,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,ONLY Women Pink Skirt
17962,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Puma Men Tango Black Slipper
52980,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Printed Green Sari
19135,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Lotto Men Riot Black Sandals
7376,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2018.0,Casual,Red Tape Men's Grey Casual Shoe
29172,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Printed Pink Skirt
9259,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
25967,Women,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Femella Women Peach Top
54533,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,F Sports Men Black Cyber Sports Shoes
44880,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Jamaica Fun T-shirt
2605,Women,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Women's Icon White T-shirt
50850,Women,Apparel,Saree,Sarees,Black,Fall,2012.0,Ethnic,Prafful Black & Beige Sari
40320,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Women Black Adi Weld Shoes
38575,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Nike Men Breakline Black Track Pants
41959,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Rugby Green T-shirt
31696,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Folklore Women Printed Orange Kurta
12893,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Hush Puppies Men Jungle Brown Formal Shoes
16030,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Highlander Men Check Grey Shirt
23155,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Mark Taylor Men White Printed T-shirt
50031,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Grey,Summer,2016.0,Casual,Hanes Men Grey Relaxed Sports Pants
30737,Men,Apparel,Topwear,Waistcoat,Red,Summer,2012.0,Ethnic,Fabindia Men Red Silk Sleeveless Waistcoat
35490,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Bata Men Remo Black Formal Shoes
14516,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White & Green Striped Shirt
20016,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Printed Pink Top
47529,Women,Footwear,Shoes,Flats,Gold,Winter,2012.0,Casual,Portia Women Navy & Gold-Toned Sandals
23939,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Lotto Men White Treviso Sports Shoes
38768,Girls,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Printed Blue T-shirt
30917,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Ethnic,Fabindia Women Black Harem Pants
48360,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,French Connection Men Navy Blue & White Check Shirt
28603,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Women Air Rift Black Sports Shoes
35446,Girls,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Doodle Girls Printed Peach Top
23934,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Lotto Men Black Skate Slip-On Casual Shoes
29692,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men White Shirt
14764,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Stripes White Blue Shirts
47191,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Franco Leone Men Black Formal Shoes
35786,Women,Footwear,Shoes,Flats,Blue,Summer,2010.0,Casual,Enroute Women Bluish Grey Shoes
16404,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Levis Men Check Navy Blue Shirts
26300,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Striped Polo T-shirt
4357,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,DC Comics Men's Green Lantern T-shirt
12001,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
38794,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,DC Comics Men Crew Red T-shirt
21225,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Basics Men Grey Printed T-shirt
17675,Women,Footwear,Shoes,Flats,Turquoise Blue,Winter,2015.0,Casual,Catwalk Women Ballerina Turquoise Casual Shoe
57173,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Elle Women Red Top
10406,Women,Apparel,Dress,Dresses,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Dresses
11465,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Summer Blue Shirts
10428,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Tops
13812,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Proline Navy Striped Sweater
13045,Women,Footwear,Shoes,Flats,Maroon,Winter,2012.0,Casual,Inc 5 Women Casual Maroon Sandals
8160,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Highlander Men White Checked Hakon Slim Fit Shirt
58001,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Latin Quarters Women Black Printed Dress
34077,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Clarks Men Black Leather Formal Shoes
39136,Women,Apparel,Apparel Set,Kurta Sets,Blue,Summer,2012.0,Ethnic,Aneri Women Blue & White Printed Salwar Suit
10283,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,Clarks Men Unstructured Leather Black Sandals
20802,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Fila Men Racer White Sports Shoes
54561,Women,Apparel,Topwear,Tunics,Green,Summer,2012.0,Casual,Global Desi Women Printed Green Tunic
5478,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's T-Lite Leather White Shoe
4240,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Probase Men's Musical figures Green T-shirt
28660,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Lunareclipse Black Sports Shoes
15352,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes
57089,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Elle Women Blue Skirt
48428,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,French Connection Men Cream Reverse Printed T-shirt
56946,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,HM Women Golden Heels
15497,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Formal,Carlton London Women Casual Black Heels
43318,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,United Colors of Benetton Women Black Jeans
51505,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Women Blue Jeans
27418,Women,Apparel,Bottomwear,Capris,Red,Winter,2015.0,Casual,Jockey Women Red Relaxed Capris
13630,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Black,Summer,2016.0,Casual,Hanes Men Knitted Black Shorts
30461,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Casual,John Miller Men White Shirt
43690,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Doodle Boys Printed Red T-shirt
6673,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Air Pegasus 27 White Grey Shoe
53405,Women,Apparel,Topwear,Kurtas,Cream,Fall,2012.0,Ethnic,Alma Women Printed Cream Kurta
42391,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Flying Machine Women White Printed T-shirt
37528,Boys,Apparel,Topwear,Rompers,White,Summer,2012.0,Casual,Madagascar3 Infant Boys White Snapsuit Romper
26937,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jealous 21 Women Printed White T-shirt
16166,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Enroute Men Leather Brown Formal Shoes
36284,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink & Purple Night suits
18520,Women,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,C Vox Women Solid 1354 Black Jacket
16463,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Locomotive Men Check Yellow Shirt
26924,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Jealous 21 Women Black Top
17656,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Pumps Beige Peep Toes
31338,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Washed Blue Jeans
53619,Unisex,Free Items,Free Gifts,Free Gifts,Blue,Winter,2016.0,Casual,Q&Q Unisex Blue Digital Watch
26326,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013.0,Sports,ADIDAS Men Phantom White & Blue Sports Shoes
28500,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Sports,Urban Yoga Men Grey Track Pants
30918,Women,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Ethnic,Fabindia Women Beige Harem Pants
16921,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans
5005,Women,Apparel,Bottomwear,Skirts,Red,Summer,2011.0,Casual,Gini and Jony Girl's Glinda Red Kidswear
4068,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Crocs Men's Tideline Canvas Khaki Shoe
11285,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Texas Jeans
34219,Men,Apparel,Topwear,Tshirts,Sea Green,Summer,2013.0,Casual,Proline Sea Green Polo T-shirt
38503,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Blue Shorts
19367,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,2018.0,Casual,Redtape Men Candy Tan Casual Shoes
35450,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Doodle Girls Printed White Top
10281,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Clarks Men Hang Spring Leather Black Formal Shoes
41467,Women,Footwear,Shoes,Flats,Brown,Spring,2013.0,Casual,Carlton London Women Brown Solid Suede Ballerinas
35430,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,ADIDAS Men Advent Blue Sports Shoes
5345,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Btwin Sport 5 Shoes
7487,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,Nike Women Be Strong Black Track Pant
47027,Women,Apparel,Topwear,Kurtas,Purple,Fall,2012.0,Ethnic,Shree Women Blue Printed Kurta
2207,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,ADIDAS Men Stripe Blue T-shirt
26586,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Men Esito Vulc Cetto White Sports Shoes
57505,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Lee Cooper Men Black  Sandals
5043,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013.0,Casual,Fila Men's Sniper White Green Shoe
10818,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Wrangler Men Urban Raiser Red Shirts
56978,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,HM Women Black Sandals
44811,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Spykar Women Pink Top
16226,Women,Apparel,Bottomwear,Capris,Grey,Fall,2011.0,Casual,Puma Women Capri Sweat Grey Capris
27164,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt
27105,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012.0,Ethnic,Aneri Women Shruti Lavender Kurta
12812,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Football/Soccer Black Shorts
33247,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow Men Grey Check Shirt
22135,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Provogue Men Black Formal Shoes
49696,Men,Free Items,Free Gifts,Ties,Blue,Summer,2012.0,Formal,Park Avenue Blue Patterned Tie
13882,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirts
35424,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Dunkfest White Sports Shoes
4554,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Total90 Shoot White Shoe
16169,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Enroute Men Leather Black Formal Shoes
26960,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Jealous 21 Women Purple Shirt
42666,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Alma Women Green Kurta
51860,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2012.0,Casual,Locomotive Men Navy Striped Shirt
35234,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012.0,Formal,Fortune Men Brown Formal Shoes
12367,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Reid & Taylor Men White Shirt
26229,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Proline Men Striped Black & Grey Polo T-Shirt
39956,Men,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2012.0,Casual,Gas Men Lagoon Yellow Flip Flops
20000,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men White Solid T-shirt
7913,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Proline Men Grey Polo T-shirt
2166,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Probase Men Check Orange Shirt
24163,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,Aurelia Women Navy Blue Kurta
24104,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Playboy Men Casual Black Flip Flops
34832,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Sukoi White Sports Shoes
22896,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Woodland Men Black Formal Shoes
32175,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Women Core 50 Black Sports Shoes
32832,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,iPanema Women Kirey Black Flats
16984,Men,Footwear,Sandal,Sandals,Black,Spring,2012.0,Casual,Puma Men Miami Black Slipper
34369,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Black Extreme-XXX-Diet T-shirt
55645,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Silver Heels
30611,Men,Apparel,Topwear,Jackets,Grey,Summer,2012.0,Sports,Nike Men Grey Jacket
18756,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Arrow Woman Kiro Blue Shirt
56691,Men,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Fabindia Men Red Kurta
6023,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Men's Johny Collar With Two Tone Green T-shirt
4050,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Good Things Come Late Black T-shirt
15495,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Carlton London Women Casual Black Casual Shoes
22330,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,John Players Men Stripes White T-Shirt
15197,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Arrow Sport Men Printed Purple Tshirts
18897,Women,Apparel,Dress,Dresses,Green,Fall,2011.0,Casual,Arrow Woman Solid Green Dress
47011,Women,Apparel,Topwear,Kurtas,Rust,Fall,2012.0,Ethnic,Shree Women Rust Printed Kurta
33234,Men,Apparel,Topwear,Shirts,Grey,Summer,2013.0,Formal,Arrow Men Auto Press Grey Shirt
17702,Unisex,Footwear,Shoes,Casual Shoes,Yellow,Fall,2011.0,Casual,Vans unisex Authentic Yellow Casual Shoes
